sub	hand	coherence	block	trial	stim	resp	RT	include
1	1	2	1	1	0	0	1864	0
1	1	2	1	2	0	0	1401	0
1	1	2	1	3	1	1	868	0
1	1	2	1	4	0	0	701	0
1	1	2	1	5	0	0	1102	0
1	1	2	1	6	0	0	1186	0
1	1	2	1	7	1	1	768	0
1	1	2	1	8	1	1	768	0
1	1	2	1	9	1	1	1035	0
1	1	2	1	10	0	0	2657	0
1	1	2	1	11	1	1	1152	0
1	1	2	1	12	1	1	951	0
1	1	2	1	13	1	1	919	0
1	1	2	1	14	0	0	801	0
1	1	2	1	15	0	0	617	0
1	1	2	1	16	0	0	901	0
1	1	2	1	17	1	1	784	0
1	1	2	1	18	0	0	968	0
1	1	2	1	19	1	1	818	0
1	1	2	1	20	0	0	818	0
1	1	2	1	21	1	1	702	0
1	1	2	1	22	1	1	801	0
1	1	2	1	23	1	1	667	0
1	1	2	1	24	0	0	617	0
1	1	2	1	25	0	0	784	0
1	1	2	1	26	0	0	651	0
1	1	2	1	27	1	1	734	0
1	1	2	1	28	0	0	650	0
1	1	2	1	29	0	0	717	0
1	1	2	1	30	0	0	634	0
1	1	2	1	31	1	1	701	0
1	1	2	1	32	1	1	884	0
1	1	2	1	33	1	1	1670	0
1	1	2	1	34	0	0	768	0
1	1	2	1	35	1	1	651	0
1	1	2	2	1	1	1	1018	0
1	1	2	2	2	1	1	884	0
1	1	2	2	3	1	1	617	0
1	1	2	2	4	0	0	1085	0
1	1	2	2	5	0	0	766	0
1	1	2	2	6	0	0	834	0
1	1	2	2	7	1	1	667	0
1	1	2	2	8	0	0	868	0
1	1	2	2	9	1	1	600	0
1	1	2	2	10	0	0	918	1
1	1	2	2	11	1	1	735	1
1	1	2	2	12	1	1	685	1
1	1	2	2	13	0	0	769	1
1	1	2	2	14	0	0	719	1
1	1	2	2	15	1	1	685	1
1	1	2	2	16	0	0	752	1
1	1	2	2	17	0	0	986	1
1	1	2	2	18	0	0	768	1
1	1	2	2	19	1	1	718	1
1	1	2	2	20	1	1	752	1
1	1	2	2	21	1	1	768	1
1	1	2	2	22	1	1	768	1
1	1	2	2	23	1	1	785	1
1	1	2	2	24	1	1	752	1
1	1	2	2	25	0	0	735	1
1	1	2	2	26	0	0	869	1
1	1	2	2	27	1	1	1889	0
1	1	2	2	28	1	1	651	1
1	1	2	2	29	0	0	585	1
1	1	2	2	30	0	0	718	1
1	1	2	2	31	0	0	685	1
1	1	2	2	32	0	0	886	1
1	1	2	2	33	1	1	701	1
1	1	2	2	34	0	0	768	1
1	1	2	2	35	0	0	651	1
1	1	2	2	36	1	1	735	1
1	1	2	2	37	1	1	752	1
1	1	2	2	38	1	1	685	1
1	1	2	2	39	0	0	602	1
1	1	2	2	40	1	1	585	1
1	1	2	2	41	1	1	618	1
1	1	2	2	42	0	0	685	1
1	1	2	2	43	1	1	635	1
1	1	2	2	44	1	1	568	1
1	1	2	2	45	1	1	568	1
1	1	2	2	46	1	1	618	1
1	1	2	2	47	0	0	585	1
1	1	2	2	48	1	1	534	1
1	1	2	2	49	0	0	668	1
1	1	2	2	50	0	0	752	1
1	1	2	2	51	0	0	668	1
1	1	2	2	52	0	0	634	1
1	1	2	2	53	0	0	550	1
1	1	2	2	54	0	0	684	1
1	1	2	2	55	1	1	718	1
1	1	2	2	56	1	1	734	1
1	1	2	2	57	0	0	567	1
1	1	2	2	58	1	1	584	1
1	1	2	2	59	0	0	551	1
1	1	2	2	60	1	1	416	1
1	1	2	2	61	0	0	650	1
1	1	2	2	62	0	0	751	1
1	1	2	2	63	1	1	550	1
1	1	2	2	64	0	0	617	1
1	1	2	2	65	1	1	416	1
1	1	2	2	66	1	1	584	1
1	1	2	2	67	1	1	500	1
1	1	2	2	68	0	0	568	1
1	1	2	2	69	0	0	567	1
1	1	2	2	70	0	0	534	1
1	1	2	2	71	1	1	634	1
1	1	2	2	72	0	0	451	1
1	1	2	2	73	1	1	467	1
1	1	2	2	74	1	1	483	1
1	1	2	2	75	0	0	483	1
1	1	2	2	76	1	1	551	1
1	1	2	2	77	0	0	500	1
1	1	2	2	78	1	1	500	1
1	1	2	2	79	1	1	551	1
1	1	2	2	80	1	1	500	1
1	1	2	2	81	0	0	584	1
1	1	2	2	82	0	0	668	1
1	1	2	2	83	0	0	701	1
1	1	2	2	84	1	1	617	1
1	1	2	2	85	1	1	618	1
1	1	2	2	86	0	0	617	1
1	1	2	2	87	0	0	835	1
1	1	2	2	88	1	1	534	1
1	1	2	2	89	0	0	517	1
1	1	2	2	90	0	0	551	1
1	1	2	2	91	1	1	517	1
1	1	2	2	92	1	1	533	1
1	1	2	2	93	0	0	584	1
1	1	2	2	94	1	1	383	1
1	1	2	2	95	1	1	635	1
1	1	2	2	96	1	1	533	1
1	1	2	2	97	1	1	701	1
1	1	2	2	98	0	0	517	1
1	1	2	2	99	0	0	534	1
1	1	2	2	100	1	1	517	1
1	1	2	2	101	1	1	517	1
1	1	2	2	102	1	1	518	1
1	1	2	2	103	1	1	517	1
1	1	2	2	104	1	1	500	1
1	1	2	2	105	1	1	517	1
1	1	2	2	106	0	0	600	1
1	1	2	2	107	1	1	550	1
1	1	2	2	108	1	1	483	1
1	1	2	2	109	0	0	551	1
1	1	2	2	110	0	1	384	0
1	1	2	2	111	0	0	718	0
1	1	2	2	112	0	0	517	0
1	1	2	2	113	1	1	500	0
1	1	2	2	114	0	0	584	1
1	1	2	2	115	1	1	600	1
1	1	2	2	116	0	0	601	1
1	1	2	2	117	1	1	517	1
1	1	2	2	118	0	0	534	1
1	1	2	2	119	0	0	1236	1
1	1	2	2	120	0	0	585	1
1	1	2	2	121	1	1	634	1
1	1	2	2	122	0	0	551	1
1	1	2	2	123	0	0	617	1
1	1	2	2	124	0	0	784	1
1	1	2	2	125	0	0	484	1
1	1	2	2	126	0	0	517	1
1	1	2	2	127	0	0	567	1
1	1	2	2	128	1	1	734	1
1	1	2	2	129	1	1	600	1
1	1	2	2	130	1	1	567	1
1	1	2	2	131	0	0	550	1
1	1	2	2	132	1	1	584	1
1	1	2	2	133	0	0	434	1
1	1	2	2	134	0	0	701	1
1	1	2	2	135	1	1	650	1
1	1	2	2	136	0	0	717	1
1	1	2	2	137	1	1	535	1
1	1	2	2	138	1	1	584	1
1	1	2	2	139	1	1	534	1
1	1	2	2	140	1	1	651	1
1	1	2	2	141	1	1	568	1
1	1	2	2	142	1	1	584	1
1	1	2	2	143	0	0	818	1
1	1	2	2	144	0	0	551	1
1	1	2	2	145	1	1	1036	1
1	1	2	2	146	0	0	735	1
1	1	2	2	147	0	0	567	1
1	1	2	2	148	1	1	668	1
1	1	2	2	149	1	1	500	1
1	1	2	2	150	0	0	536	1
1	1	2	2	151	1	1	567	1
1	1	2	2	152	0	0	433	1
1	1	2	2	153	1	1	434	1
1	1	2	2	154	0	0	467	1
1	1	2	2	155	0	0	583	1
1	1	2	2	156	0	0	500	1
1	1	2	2	157	1	1	501	1
1	1	2	2	158	0	0	584	1
1	1	2	2	159	1	1	483	1
1	1	2	2	160	0	0	450	1
1	1	2	2	161	1	1	500	1
1	1	2	2	162	1	1	568	1
1	1	2	2	163	0	0	384	1
1	1	2	2	164	1	1	484	1
1	1	2	2	165	1	1	534	1
1	1	2	2	166	1	1	1052	1
1	1	2	2	167	0	0	467	1
1	1	2	2	168	1	1	450	1
1	1	2	2	169	1	1	534	1
1	1	2	2	170	0	0	517	1
1	1	2	2	171	0	0	618	1
1	1	2	2	172	0	0	517	1
1	1	2	2	173	1	1	584	1
1	1	2	2	174	1	1	651	1
1	1	2	2	175	1	1	534	1
1	1	2	2	176	0	0	752	1
1	1	2	2	177	0	0	584	1
1	1	2	2	178	0	0	450	1
1	1	2	2	179	0	0	500	1
1	1	2	2	180	0	0	450	1
1	1	2	2	181	0	0	483	1
1	1	2	2	182	1	1	684	1
1	1	2	2	183	0	0	517	1
1	1	2	2	184	0	0	600	1
1	1	2	2	185	0	0	517	1
1	1	2	2	186	0	0	584	1
1	1	2	2	187	1	1	584	1
1	1	2	2	188	1	1	550	1
1	1	2	2	189	0	0	635	1
1	1	2	2	190	0	1	2290	0
1	1	2	2	191	1	1	2473	0
1	1	2	2	192	1	1	1503	0
1	1	2	2	193	1	1	1169	0
1	1	2	2	194	1	1	501	1
1	1	2	2	195	0	0	651	1
1	1	2	2	196	1	1	500	1
1	1	2	2	197	0	0	600	1
1	1	2	2	198	0	0	1621	0
1	1	2	2	199	1	1	684	1
1	1	2	2	200	0	0	751	1
1	1	2	2	201	1	1	701	1
1	1	1	3	1	1	1	718	0
1	1	1	3	2	1	1	2423	0
1	1	1	3	3	0	0	1387	0
1	1	1	3	4	0	0	1504	0
1	1	1	3	5	1	1	1771	0
1	1	1	3	6	0	1	3092	0
1	1	1	3	7	0	0	2155	0
1	1	1	3	8	1	1	1520	0
1	1	1	3	9	1	1	1587	0
1	1	1	3	10	1	1	985	1
1	1	1	3	11	1	0	1938	0
1	1	1	3	12	1	1	6419	0
1	1	1	3	13	1	0	2674	0
1	1	1	3	14	0	1	2925	0
1	1	1	3	15	1	1	4814	0
1	1	1	3	16	1	1	4295	0
1	1	1	3	17	0	0	1052	0
1	1	1	3	18	0	0	1553	1
1	1	1	3	19	0	1	5616	0
1	1	1	3	20	0	1	7221	0
1	1	1	3	21	0	1	6787	0
1	1	1	3	22	0	1	7839	0
1	1	1	3	23	1	1	2406	0
1	1	1	3	24	0	0	1003	0
1	1	1	3	25	0	1	1269	0
1	1	1	3	26	0	1	1871	0
1	1	1	3	27	1	0	2423	0
1	1	1	3	28	0	0	1737	0
1	1	1	3	29	1	1	969	0
1	1	1	3	30	1	0	868	0
1	1	1	3	31	1	1	1186	0
1	1	1	3	32	1	1	751	0
1	1	1	3	33	0	0	986	0
1	1	1	3	34	0	0	1053	1
1	1	1	3	35	0	0	1837	1
1	1	1	3	36	1	1	785	1
1	1	1	3	37	1	0	1186	0
1	1	1	3	38	0	0	868	0
1	1	1	3	39	1	0	1520	0
1	1	1	3	40	1	0	2707	0
1	1	1	3	41	1	1	869	0
1	1	1	3	42	0	1	3275	0
1	1	1	3	43	1	1	1152	0
1	1	1	3	44	0	0	667	0
1	1	1	3	45	1	1	834	0
1	1	1	3	46	0	0	784	1
1	1	1	3	47	1	1	801	1
1	1	1	3	48	1	1	835	1
1	1	1	3	49	0	0	735	1
1	1	1	3	50	1	1	918	1
1	1	1	3	51	0	0	668	1
1	1	1	3	52	0	0	1136	1
1	1	1	3	53	1	1	601	1
1	1	1	3	54	0	1	835	0
1	1	1	3	55	0	1	851	0
1	1	1	3	56	1	0	868	0
1	1	1	3	57	1	1	1052	0
1	1	1	3	58	0	0	751	0
1	1	1	3	59	0	1	801	0
1	1	1	3	60	1	1	885	0
1	1	1	3	61	0	0	751	0
1	1	1	3	62	1	1	567	0
1	1	1	3	63	0	1	668	0
1	1	1	3	64	0	0	5917	0
1	1	1	3	65	0	0	1587	0
1	1	1	3	66	0	1	3041	0
1	1	1	3	67	1	1	4330	0
1	1	1	3	68	1	1	4563	0
1	1	1	3	69	1	1	2774	0
1	1	1	3	70	0	0	1620	1
1	1	1	3	71	0	0	3225	1
1	1	1	3	72	1	1	1052	1
1	1	1	3	73	1	1	2824	1
1	1	1	3	74	0	0	769	1
1	1	1	3	75	0	0	1687	1
1	1	1	3	76	1	1	1219	1
1	1	1	3	77	1	1	3459	1
1	1	1	3	78	1	1	1654	1
1	1	1	3	79	1	1	901	1
1	1	1	3	80	1	0	4245	0
1	1	1	3	81	1	1	1922	0
1	1	1	3	82	0	0	884	0
1	1	1	3	83	1	1	885	0
1	1	1	3	84	1	1	2907	1
1	1	1	3	85	0	0	1169	1
1	1	1	3	86	1	1	1018	1
1	1	1	3	87	1	1	851	1
1	1	1	3	88	1	1	935	1
1	1	1	3	89	0	1	1771	0
1	1	1	3	90	0	0	6685	0
1	1	1	3	91	1	1	7254	0
1	1	1	3	92	0	0	751	0
1	1	1	3	93	1	1	735	1
1	1	1	3	94	1	1	550	1
1	1	1	3	95	0	0	618	1
1	1	1	3	96	0	0	634	1
1	1	1	3	97	0	0	651	1
1	1	1	3	98	0	0	718	1
1	1	1	3	99	0	0	751	1
1	1	1	3	100	0	0	985	1
1	1	1	3	101	1	1	617	1
1	1	1	3	102	0	0	600	1
1	1	1	3	103	1	1	868	1
1	1	1	3	104	0	0	518	1
1	1	1	3	105	1	1	600	1
1	1	1	3	106	0	0	885	1
1	1	1	3	107	0	0	550	1
1	1	1	3	108	0	0	567	1
1	1	1	3	109	0	0	651	1
1	1	1	3	110	1	1	551	1
1	1	1	3	111	1	1	735	1
1	1	1	3	112	1	1	550	1
1	1	1	3	113	0	0	585	1
1	1	1	3	114	1	1	417	1
1	1	1	3	115	0	0	434	1
1	1	1	3	116	1	1	500	1
1	1	1	3	117	1	1	834	1
1	1	1	3	118	1	0	3325	0
1	1	1	3	119	1	1	717	0
1	1	1	3	120	0	0	1353	0
1	1	1	3	121	0	0	1787	0
1	1	1	3	122	0	0	1219	1
1	1	1	3	123	1	1	1286	1
1	1	1	3	124	0	1	1102	0
1	1	1	3	125	0	0	1102	0
1	1	1	3	126	0	0	1269	0
1	1	1	3	127	1	1	667	0
1	1	1	3	128	1	0	1068	0
1	1	1	3	129	0	0	751	0
1	1	1	3	130	1	1	550	0
1	1	1	3	131	0	0	717	0
1	1	1	3	132	0	0	2924	1
1	1	1	3	133	1	1	768	1
1	1	1	3	134	0	1	3259	0
1	1	1	3	135	0	0	1169	0
1	1	1	3	136	1	1	668	0
1	1	1	3	137	1	1	1286	0
1	1	1	3	138	1	1	1721	1
1	1	1	3	139	1	1	1053	1
1	1	1	3	140	0	0	918	1
1	1	1	3	141	1	1	618	1
1	1	1	3	142	1	0	3927	0
1	1	1	3	143	1	0	1303	0
1	1	1	3	144	1	1	4797	0
1	1	1	3	145	1	1	2121	0
1	1	1	3	146	1	1	919	0
1	1	1	3	147	0	0	1169	1
1	1	1	3	148	0	0	684	1
1	1	1	3	149	0	0	768	1
1	1	1	3	150	1	1	684	1
1	1	1	3	151	0	0	667	1
1	1	1	3	152	1	1	584	1
1	1	1	3	153	0	0	534	1
1	1	1	3	154	1	1	467	1
1	1	1	3	155	0	0	349	1
1	1	1	3	156	0	1	400	0
1	1	1	3	157	0	0	902	0
1	1	1	3	158	1	1	684	0
1	1	1	3	159	1	0	400	0
1	1	1	3	160	0	0	1136	0
1	1	1	3	161	1	1	634	0
1	1	1	3	162	1	1	584	0
1	1	1	3	163	0	1	752	0
1	1	1	3	164	1	1	935	0
1	1	1	3	165	0	0	818	0
1	1	1	3	166	1	1	467	0
1	1	1	3	167	1	1	667	1
1	1	1	3	168	1	1	617	1
1	1	1	3	169	0	0	618	1
1	1	1	3	170	0	0	752	1
1	1	1	3	171	1	1	684	1
1	1	1	3	172	1	1	634	1
1	1	1	3	173	0	1	717	0
1	1	1	3	174	0	0	1904	0
1	1	1	3	175	1	1	651	0
1	1	1	3	176	0	0	1921	0
1	1	1	3	177	0	0	4095	1
1	1	1	3	178	1	1	735	1
1	1	1	3	179	0	0	868	1
1	1	1	3	180	1	1	601	1
1	1	1	3	181	1	1	584	1
1	1	1	3	182	0	0	584	1
1	1	1	3	183	0	0	901	1
1	1	1	3	184	0	0	684	1
1	1	1	3	185	0	0	567	1
1	1	1	3	186	0	0	600	1
1	1	1	3	187	0	0	601	1
1	1	1	3	188	1	1	567	1
1	1	1	3	189	0	0	701	1
1	1	1	3	190	0	0	568	1
1	1	1	3	191	0	0	667	1
1	1	1	3	192	0	0	534	1
1	1	1	3	193	1	1	483	1
1	1	1	3	194	1	1	567	1
1	1	1	3	195	1	1	618	1
1	1	1	3	196	0	0	684	1
1	1	1	3	197	1	1	550	1
1	1	1	3	198	0	0	551	1
1	1	1	3	199	0	0	685	1
1	1	1	3	200	1	1	583	1
1	1	1	3	201	1	1	701	1
1	1	2	4	1	1	1	885	0
1	1	2	4	2	1	1	484	0
1	1	2	4	3	1	1	651	0
1	1	2	4	4	0	0	534	0
1	1	2	4	5	0	0	500	0
1	1	2	4	6	1	1	499	0
1	1	2	4	7	0	0	434	0
1	1	2	4	8	0	0	517	0
1	1	2	4	9	1	1	550	0
1	1	2	4	10	0	0	484	1
1	1	2	4	11	0	0	534	1
1	1	2	4	12	1	1	483	1
1	1	2	4	13	1	1	450	1
1	1	2	4	14	1	1	434	1
1	1	2	4	15	0	0	500	1
1	1	2	4	16	1	1	635	1
1	1	2	4	17	0	0	367	1
1	1	2	4	18	0	0	467	1
1	1	2	4	19	0	0	483	1
1	1	2	4	20	0	0	433	1
1	1	2	4	21	1	1	433	1
1	1	2	4	22	1	1	350	1
1	1	2	4	23	0	0	551	1
1	1	2	4	24	1	1	484	1
1	1	2	4	25	0	0	350	1
1	1	2	4	26	1	1	317	1
1	1	2	4	27	0	0	417	1
1	1	2	4	28	1	1	550	1
1	1	2	4	29	1	1	485	1
1	1	2	4	30	0	0	467	1
1	1	2	4	31	1	1	334	1
1	1	2	4	32	1	1	401	1
1	1	2	4	33	1	1	434	1
1	1	2	4	34	1	1	417	1
1	1	2	4	35	0	0	584	1
1	1	2	4	36	0	0	517	1
1	1	2	4	37	0	0	517	1
1	1	2	4	38	1	1	467	1
1	1	2	4	39	0	0	550	1
1	1	2	4	40	1	1	500	1
1	1	2	4	41	1	1	501	1
1	1	2	4	42	1	1	484	1
1	1	2	4	43	0	0	668	1
1	1	2	4	44	0	0	534	1
1	1	2	4	45	1	1	450	1
1	1	2	4	46	1	1	584	1
1	1	2	4	47	0	0	533	1
1	1	2	4	48	0	0	535	1
1	1	2	4	49	0	0	751	1
1	1	2	4	50	0	0	467	1
1	1	2	4	51	0	0	483	1
1	1	2	4	52	0	0	483	1
1	1	2	4	53	1	1	467	1
1	1	2	4	54	0	0	467	1
1	1	2	4	55	0	0	533	1
1	1	2	4	56	0	0	467	1
1	1	2	4	57	1	1	534	1
1	1	2	4	58	1	1	450	1
1	1	2	4	59	1	1	567	1
1	1	2	4	60	1	1	476	1
1	1	2	4	61	1	1	467	1
1	1	2	4	62	1	1	467	1
1	1	2	4	63	0	0	501	1
1	1	2	4	64	1	1	517	1
1	1	2	4	65	1	1	567	1
1	1	2	4	66	0	0	551	1
1	1	2	4	67	0	0	517	1
1	1	2	4	68	1	1	416	1
1	1	2	4	69	0	0	467	1
1	1	2	4	70	1	1	401	1
1	1	2	4	71	0	0	350	1
1	1	2	4	72	0	1	434	0
1	1	2	4	73	1	1	567	0
1	1	2	4	74	0	0	450	0
1	1	2	4	75	1	1	367	0
1	1	2	4	76	1	1	484	1
1	1	2	4	77	0	0	584	1
1	1	2	4	78	1	1	433	1
1	1	2	4	79	0	0	350	1
1	1	2	4	80	0	0	551	1
1	1	2	4	81	0	0	467	1
1	1	2	4	82	1	1	434	1
1	1	2	4	83	1	1	433	1
1	1	2	4	84	0	0	651	1
1	1	2	4	85	0	0	517	1
1	1	2	4	86	1	1	534	1
1	1	2	4	87	1	0	451	0
1	1	2	4	88	1	1	801	0
1	1	2	4	89	1	1	550	0
1	1	2	4	90	0	0	584	0
1	1	2	4	91	1	1	600	1
1	1	2	4	92	0	0	467	1
1	1	2	4	93	1	1	500	1
1	1	2	4	94	0	0	433	1
1	1	2	4	95	0	0	768	1
1	1	2	4	96	1	1	551	1
1	1	2	4	97	1	1	600	1
1	1	2	4	98	0	0	751	1
1	1	2	4	99	1	1	316	1
1	1	2	4	100	1	1	467	1
1	1	2	4	101	1	1	417	1
1	1	2	4	102	0	0	501	1
1	1	2	4	103	1	1	534	1
1	1	2	4	104	1	1	635	1
1	1	2	4	105	0	0	517	1
1	1	2	4	106	0	0	551	1
1	1	2	4	107	0	0	567	1
1	1	2	4	108	0	0	467	1
1	1	2	4	109	1	1	518	1
1	1	2	4	110	0	0	517	1
1	1	2	4	111	1	1	400	1
1	1	2	4	112	0	0	433	1
1	1	2	4	113	1	1	433	1
1	1	2	4	114	1	1	534	1
1	1	2	4	115	1	1	533	1
1	1	2	4	116	1	1	534	1
1	1	2	4	117	1	1	534	1
1	1	2	4	118	1	1	483	1
1	1	2	4	119	0	0	601	1
1	1	2	4	120	0	0	684	1
1	1	2	4	121	0	0	667	1
1	1	2	4	122	1	1	484	1
1	1	2	4	123	0	0	467	1
1	1	2	4	124	0	0	550	1
1	1	2	4	125	0	0	433	1
1	1	2	4	126	0	0	435	1
1	1	2	4	127	0	0	484	1
1	1	2	4	128	0	0	400	1
1	1	2	4	129	1	1	384	1
1	1	2	4	130	1	1	500	1
1	1	2	4	131	1	1	450	1
1	1	2	4	132	0	0	468	1
1	1	2	4	133	0	0	584	1
1	1	2	4	134	1	1	518	1
1	1	2	4	135	0	0	451	1
1	1	2	4	136	0	0	434	1
1	1	2	4	137	1	1	450	1
1	1	2	4	138	0	0	467	1
1	1	2	4	139	0	0	767	1
1	1	2	4	140	0	0	601	1
1	1	2	4	141	0	0	584	1
1	1	2	4	142	1	1	551	1
1	1	2	4	143	1	0	550	0
1	1	2	4	144	1	1	450	0
1	1	2	4	145	0	0	684	0
1	1	2	4	146	0	0	818	0
1	1	2	4	147	1	1	534	1
1	1	2	4	148	1	1	517	1
1	1	2	4	149	1	0	350	0
1	1	2	4	150	1	1	801	0
1	1	2	4	151	0	0	534	0
1	1	2	4	152	1	1	484	0
1	1	2	4	153	1	1	533	1
1	1	2	4	154	1	1	501	1
1	1	2	4	155	0	0	550	1
1	1	2	4	156	1	1	500	1
1	1	2	4	157	0	0	551	1
1	1	2	4	158	1	1	483	1
1	1	2	4	159	0	0	500	1
1	1	2	4	160	0	0	500	1
1	1	2	4	161	0	0	500	1
1	1	2	4	162	1	1	484	1
1	1	2	4	163	0	0	416	1
1	1	2	4	164	1	1	467	1
1	1	2	4	165	0	0	684	1
1	1	2	4	166	1	1	384	1
1	1	2	4	167	1	0	484	0
1	1	2	4	168	0	0	786	0
1	1	2	4	169	1	1	1302	0
1	1	2	4	170	0	0	584	0
1	1	2	4	171	0	0	500	1
1	1	2	4	172	1	1	501	1
1	1	2	4	173	1	1	484	1
1	1	2	4	174	0	0	467	1
1	1	2	4	175	0	0	517	1
1	1	2	4	176	0	0	451	1
1	1	2	4	177	1	1	467	1
1	1	2	4	178	1	1	417	1
1	1	2	4	179	0	0	467	1
1	1	2	4	180	1	1	483	1
1	1	2	4	181	1	1	433	1
1	1	2	4	182	0	0	467	1
1	1	2	4	183	0	0	500	1
1	1	2	4	184	1	1	400	1
1	1	2	4	185	0	0	533	1
1	1	2	4	186	1	1	484	1
1	1	2	4	187	1	1	484	1
1	1	2	4	188	1	1	450	1
1	1	2	4	189	1	1	517	1
1	1	2	4	190	1	1	467	1
1	1	2	4	191	1	1	968	0
1	1	2	4	192	0	0	434	1
1	1	2	4	193	0	0	451	1
1	1	2	4	194	0	0	534	1
1	1	2	4	195	0	0	986	0
1	1	2	4	196	0	0	550	1
1	1	2	4	197	0	0	483	1
1	1	2	4	198	1	1	551	1
1	1	2	4	199	0	0	500	1
1	1	2	4	200	0	0	534	1
1	1	2	4	201	1	0	517	0
1	1	1	5	1	0	0	1453	0
1	1	1	5	2	0	0	468	0
1	1	1	5	3	1	0	534	0
1	1	1	5	4	0	0	785	0
1	1	1	5	5	1	1	601	0
1	1	1	5	6	1	1	517	0
1	1	1	5	7	1	1	467	0
1	1	1	5	8	0	0	534	0
1	1	1	5	9	0	0	785	0
1	1	1	5	10	0	0	785	1
1	1	1	5	11	1	1	550	1
1	1	1	5	12	0	0	618	1
1	1	1	5	13	1	1	483	1
1	1	1	5	14	0	1	517	0
1	1	1	5	15	1	0	1436	0
1	1	1	5	16	0	0	684	0
1	1	1	5	17	0	0	751	0
1	1	1	5	18	1	1	651	0
1	1	1	5	19	1	1	701	1
1	1	1	5	20	0	0	617	1
1	1	1	5	21	1	1	2523	1
1	1	1	5	22	1	0	1085	0
1	1	1	5	23	0	0	1503	0
1	1	1	5	24	1	1	1202	0
1	1	1	5	25	0	0	1671	0
1	1	1	5	26	0	0	1720	1
1	1	1	5	27	0	1	1102	0
1	1	1	5	28	0	1	5615	0
1	1	1	5	29	0	0	1705	0
1	1	1	5	30	0	0	4997	0
1	1	1	5	31	1	1	801	0
1	1	1	5	32	0	0	601	1
1	1	1	5	33	0	0	1219	1
1	1	1	5	34	0	0	618	1
1	1	1	5	35	1	1	1252	1
1	1	1	5	36	1	1	601	1
1	1	1	5	37	0	1	1169	0
1	1	1	5	38	0	0	500	0
1	1	1	5	39	0	0	651	0
1	1	1	5	40	0	0	500	0
1	1	1	5	41	1	0	517	0
1	1	1	5	42	1	1	467	0
1	1	1	5	43	1	1	534	0
1	1	1	5	44	0	0	551	0
1	1	1	5	45	1	1	451	1
1	1	1	5	46	0	0	367	1
1	1	1	5	47	1	1	550	1
1	1	1	5	48	1	0	366	0
1	1	1	5	49	1	1	450	0
1	1	1	5	50	1	1	27883	0
1	1	1	5	51	0	0	635	0
1	1	1	5	52	1	1	500	1
1	1	1	5	53	1	1	584	1
1	1	1	5	54	1	1	785	1
1	1	1	5	55	0	0	935	1
1	1	1	5	56	0	0	551	1
1	1	1	5	57	1	1	550	1
1	1	1	5	58	0	0	550	1
1	1	1	5	59	0	0	952	1
1	1	1	5	60	1	1	618	1
1	1	1	5	61	0	1	484	0
1	1	1	5	62	1	1	618	0
1	1	1	5	63	1	1	550	0
1	1	1	5	64	0	0	918	0
1	1	1	5	65	0	0	551	1
1	1	1	5	66	1	1	1420	1
1	1	1	5	67	1	1	1286	1
1	1	1	5	68	1	1	550	1
1	1	1	5	69	1	1	534	1
1	1	1	5	70	1	1	483	1
1	1	1	5	71	1	1	539	1
1	1	1	5	72	0	0	803	1
1	1	1	5	73	0	0	517	1
1	1	1	5	74	0	0	618	1
1	1	1	5	75	1	1	584	1
1	1	1	5	76	1	1	534	1
1	1	1	5	77	0	0	550	1
1	1	1	5	78	1	1	500	1
1	1	1	5	79	1	1	600	1
1	1	1	5	80	0	0	517	1
1	1	1	5	81	0	0	634	1
1	1	1	5	82	0	0	567	1
1	1	1	5	83	0	0	550	1
1	1	1	5	84	0	0	500	1
1	1	1	5	85	0	0	467	1
1	1	1	5	86	1	1	550	1
1	1	1	5	87	1	1	651	1
1	1	1	5	88	1	1	434	1
1	1	1	5	89	0	0	567	1
1	1	1	5	90	0	0	1604	1
1	1	1	5	91	1	1	484	1
1	1	1	5	92	1	1	567	1
1	1	1	5	93	0	1	567	0
1	1	1	5	94	0	0	1520	0
1	1	1	5	95	1	1	618	0
1	1	1	5	96	0	0	550	0
1	1	1	5	97	1	1	901	1
1	1	1	5	98	1	0	450	0
1	1	1	5	99	1	1	534	0
1	1	1	5	100	1	1	567	0
1	1	1	5	101	1	1	550	0
1	1	1	5	102	1	1	550	1
1	1	1	5	103	0	0	517	1
1	1	1	5	104	1	1	483	1
1	1	1	5	105	1	1	601	1
1	1	1	5	106	1	1	451	1
1	1	1	5	107	0	1	467	0
1	1	1	5	108	1	1	668	0
1	1	1	5	109	0	0	500	0
1	1	1	5	110	1	1	551	0
1	1	1	5	111	0	0	768	1
1	1	1	5	112	1	1	567	1
1	1	1	5	113	1	1	767	1
1	1	1	5	114	0	0	601	1
1	1	1	5	115	1	1	533	1
1	1	1	5	116	0	0	550	1
1	1	1	5	117	0	0	550	1
1	1	1	5	118	1	1	634	1
1	1	1	5	119	0	0	550	1
1	1	1	5	120	0	0	1453	1
1	1	1	5	121	0	0	684	1
1	1	1	5	122	1	1	835	1
1	1	1	5	123	0	0	568	1
1	1	1	5	124	1	1	584	1
1	1	1	5	125	0	0	567	1
1	1	1	5	126	0	0	584	1
1	1	1	5	127	0	0	534	1
1	1	1	5	128	0	0	667	1
1	1	1	5	129	1	1	568	1
1	1	1	5	130	0	0	500	1
1	1	1	5	131	0	0	601	1
